@relation 'train_feature-weka'

@attribute num_invitees numeric
@attribute num_maybe numeric
@attribute num_no numeric
@attribute num_yes numeric
@attribute num_friends numeric
@attribute friends_invited_ratio numeric
@attribute friends_maybe_ratio numeric
@attribute friends_no_ratio numeric
@attribute friends_yes_ratio numeric
@attribute time_2_event_in_hours numeric
@attribute user_saw_2_event_start_in_days numeric
@attribute interested {0,1}

@data
904,50,78,50,427,0.018735,0,0,0,1636,16,0
468,12,6,12,998,0.422846,0,0.004008,0.002004,1690,100,0
10,0,10,0,800,0.0025,0,0,0,1705,3,0
164,24,4,24,2857,0,0,0,0.0007,1604,16,0
45,7,0,7,2104,0.002376,0,0,0,1584,15,0
0,0,0,0,983,0,0,0,0,1723,49,0
1142,2,2,2,678,0.056047,0,0,0,1598,88,0
5862,182,234,182,963,0.126687,0.010384,0.006231,0.012461,1598,88,0
738,22,22,22,4725,0.00127,0,0,0,1632,19,0
30,12,2,12,92,0.043478,0,0,0,1557,111,0
204,70,42,70,1131,0,0.001768,0,0,1578,79,0
1348,20,38,20,94,0.06383,0,0,0,1687,18,0
14250,156,270,156,132,0.015152,0,0,0,1600,30,0
256,68,26,68,341,0.005865,0,0,0,1589,58,0
158,34,6,34,38,0.105263,0,0,0,1598,25,0
8002,396,226,396,524,0.015267,0,0,0.003817,1576,94,0
90,30,4,30,610,0.006557,0,0,0,1577,15,0
480,102,60,102,793,0,0,0,0.002522,1612,112,0
62,2,0,2,769,0.007802,0,0,0,1604,16,0
9050,792,438,792,3313,0.001811,0,0,0,1577,678,0
826,70,50,70,467,0.021413,0.004283,0,0.008565,1606,65,0
194,16,2,16,315,0.019048,0,0,0,1595,98,0
1146,78,42,78,2704,0.004438,0,0,0,1599,18,0
19846,74,0,74,2003,0.183724,0,0,0,1603,31,0
2098,12,36,12,72,0.027778,0,0,0,1586,17,0
226,18,6,18,124,0.048387,0,0,0.016129,1598,92,0
268,24,30,24,258,0.031008,0,0.007752,0.007752,1627,207,0
652,80,18,80,961,0.010406,0,0,0,1626,44,0
1286,32,80,32,408,0.29902,0.004902,0.034314,0.004902,1651,90,0
1196,102,134,102,793,0.002522,0,0,0.002522,1600,64,0
762,22,12,22,994,0.032193,0,0,0.002012,1625,93,0
2788,58,48,58,181,0.033149,0,0,0,1576,98,0
16,12,0,12,1027,0.001947,0,0,0,1633,105,0
4830,338,102,338,566,0.003534,0.007067,0,0,1604,50,0
722,46,20,46,3519,0.001705,0,0,0,1595,25,0
14,0,0,0,240,0,0,0,0,1716,9,0
7640,246,120,246,614,0.013029,0,0,0,1606,121,0
1424,62,22,62,456,0.008772,0,0,0,1603,1,0
751,17,127,17,184,0.005435,0,0,0,1709,11,0
4096,98,40,98,1012,0.007905,0,0,0,1625,72,0
540,14,16,14,2089,0.005744,0,0,0,1601,50,0
5842,52,350,52,277,0.043321,0,0,0,1701,29,0
190,28,12,28,158,0.025316,0,0.025316,0,1610,20,0
0,0,0,0,456,0,0,0,0,1577,81,0
234,8,4,8,316,0.158228,0,0.006329,0,1600,69,0
1112,36,20,36,167,0.071856,0,0,0,1597,88,0
58,15,4,15,436,0.022936,0,0.006881,0,1601,90,0
8426,26,86,26,396,0.010101,0,0,0,1599,30,0
150,112,12,112,1031,0,0,0,0,1597,103,0
9050,792,438,792,438,0.027397,0,0.004566,0.004566,1577,1182,0
606,38,28,38,1499,0.026684,0.001334,0,0.006671,1599,93,0
4606,196,216,196,86,0.093023,0,0,0,1588,10,0
908,12,14,12,217,0.018433,0,0,0,1596,94,0
4208,456,302,456,1773,0.022561,0.006768,0,0.007896,1598,117,0
7966,124,100,124,566,0.028269,0,0,0,1604,53,0
280,26,4,26,204,0.019608,0,0,0,1619,103,0
3612,204,146,204,608,0.013158,0,0,0,1599,103,0
14,16,0,16,1288,0.001553,0,0,0,1625,55,0
64,30,0,30,983,0.002035,0,0,0,1693,9,0
130,42,8,42,246,0,0.004065,0,0,1603,108,0
1956,200,98,200,2244,0.057932,0,0.002674,0.000891,1627,73,0
7688,308,274,308,1747,0.040069,0.001145,0.004579,0.001145,1605,510,0
1004,71,83,71,1412,0.060198,0.006374,0.00779,0.007082,1626,17,1
1790,12,48,12,475,0.042105,0,0.004211,0.008421,1595,112,0
8390,38,120,38,3594,0.048414,0,0,0.000556,1598,76,0
9050,792,438,792,4751,0.020206,0.000421,0.000421,0.001263,1577,1062,0
18,16,0,16,201,0.00995,0,0,0.00995,1647,60,0
15178,424,672,424,536,0.160448,0,0,0.003731,1601,97,1
176,22,54,22,1878,0.001597,0,0,0,1559,15,0
304,20,12,20,69,0,0.028986,0,0,1573,59,0
320,20,12,20,1767,0.044143,0.001132,0,0.004527,1580,19,1
306,21,13,21,4079,0.004903,0,0.000245,0,1590,42,0
594,16,14,16,29,0.068966,0,0,0,1575,68,0
80,20,0,20,1303,0.001535,0,0,0,1601,17,0
18188,768,0,768,1761,0.151051,0.004543,0,0.002271,1507,2205,0
40,24,0,24,169,0.011834,0,0,0,1641,16,0
32,34,0,34,114,0.035088,0,0,0,1605,50,0
120,24,0,24,886,0.038375,0,0,0.006772,1561,15,1
1202,6,10,6,197,0.101523,0,0.010152,0,1586,64,0
2244,36,68,36,1146,0.006981,0.001745,0,0,1605,40,0
9064,348,0,348,1761,0.078932,0.000568,0,0,1207,9405,0
52,6,8,6,86,0.023256,0,0,0,1607,58,0
376,126,24,126,1915,0,0,0,0.001044,1603,32,0
78,14,0,14,270,0.066667,0,0,0.007407,1558,87,0
424,18,4,18,428,0.004673,0,0,0,1560,14,0
1112,36,20,36,596,0.100671,0.003356,0.003356,0,1597,112,0
490,24,46,24,2352,0.142007,0.006803,0.015306,0.005952,1701,78,0
270,48,16,48,1553,0.046362,0.001288,0.001288,0.005151,1646,88,0
1080,94,106,94,1475,0.004068,0,0,0.002712,1624,102,0
4088,36,120,36,742,0.013477,0,0,0,1596,67,0
3994,144,82,144,1848,0.004329,0,0,0,1571,3,0
3602,290,132,290,1470,0.004082,0,0.001361,0,1598,76,0
199,11,2,11,622,0.001608,0,0,0,1596,5,0
2554,44,48,44,1022,0.003914,0,0,0,1598,40,0
19,1,0,1,983,0.008138,0,0,0,1662,40,0
108,30,4,30,215,0,0,0,0.009302,1666,61,0
3742,276,302,276,755,0.071523,0.015894,0.005298,0.015894,1556,1120,0
42,12,0,12,1,0,0,0,0,1667,64,0
110,54,4,54,331,0,0,0,0,1616,114,0
352,94,164,94,1229,0,0,0,0.001627,1587,50,0
61,11,8,11,804,0.03607,0.002488,0.007463,0.003731,1579,111,0
7536,162,72,162,1224,0.013072,0.001634,0,0,1625,93,0
5462,168,176,168,797,0.015056,0,0,0,1611,6,0
89,7,0,7,1772,0.000564,0,0,0,1636,42,0
598,6,2,6,998,0.543086,0,0.002004,0.006012,1689,115,0
20,0,0,0,96,0.020833,0,0,0,1574,39,0
4830,338,102,338,1718,0.003492,0,0,0.001164,1604,2,0
1920,74,68,74,913,0.002191,0.002191,0,0,1599,76,0
246,40,24,40,1235,0.076113,0.001619,0.012955,0.003239,1626,64,0
3650,224,80,224,671,0.035768,0,0,0.011923,1611,4,0
22,4,0,4,4079,0.001471,0,0,0.000245,1590,65,0
13,12,0,12,93,0,0.010753,0,0,1613,88,0
262,16,4,16,1239,0.004843,0,0,0,1591,42,0
18188,768,0,768,897,0.180602,0.00223,0,0.004459,1507,2205,0
6780,256,448,256,849,0.004711,0,0,0,1601,64,0
5662,22,320,22,808,0.477723,0,0.029703,0.00495,1632,91,0
472,254,24,254,229,0.069869,0,0,0,1563,924,0
678,14,2,14,4751,0.013471,0,0,0.000421,1618,78,0
1440,50,20,50,198,0.030303,0,0,0,1589,18,0
92,32,8,32,2041,0,0,0,0,1598,48,0
442,80,8,80,292,0,0,0,0.006849,1601,53,0
1195,36,20,36,988,0.003036,0,0,0,1586,27,0
18188,768,0,768,1843,0.075963,0.005426,0,0.013022,1507,2205,0
132,2,6,2,688,0.008721,0,0,0,1620,91,0
1622,62,32,62,1098,0.003643,0,0,0,1589,184,0
40,18,0,18,393,0.040712,0.005089,0,0,1560,23,0
34,20,2,20,288,0,0.006944,0,0,1597,16,0
62,0,0,0,2637,0.001138,0,0,0,1618,112,0
284,96,16,96,96,0.020833,0,0,0,1576,90,0
3602,290,132,290,1163,0.006879,0,0,0,1598,100,0
1422,98,24,98,425,0.009412,0,0,0,1604,1,0
3378,198,142,198,111,0.036036,0,0,0,1599,80,0
182,0,0,0,532,0.018797,0,0,0,1625,88,0
150,16,18,16,983,0.144456,0.016277,0.016277,0.054934,1604,83,0
18188,768,0,768,472,0.105932,0,0,0,1507,2229,0
628,60,60,60,544,0.033088,0,0,0.007353,1592,86,0
198,22,4,22,1613,0.012399,0.00496,0,0.00124,1595,91,0
218,142,8,142,563,0,0.003552,0,0,1578,544,0
7628,130,110,130,2416,0.015728,0.000828,0,0,1625,91,0
3358,104,122,104,844,0.014218,0,0,0,1604,43,0
178,40,2,40,226,0.00885,0,0,0,1613,40,0
94,20,4,20,1584,0.006313,0,0.001263,0,1629,18,0
4444,110,68,110,925,0.006486,0,0,0,1564,76,0
124,48,4,48,1695,0.00118,0,0,0,1625,7,0
7210,114,150,114,1710,0.00117,0,0,0,1570,159,0
440,22,4,22,1239,0.006457,0,0,0,1597,106,0
26,2,0,2,1695,0,0,0,0,1571,87,0
4096,98,40,98,698,0.011461,0,0,0,1625,0,0
208,28,6,28,812,0.004926,0,0,0,1610,78,0
4616,110,1380,110,751,0.063915,0.002663,0.005326,0.005326,1557,3379,0
92,12,2,12,844,0.021327,0,0,0.00237,1646,43,0
2884,398,108,398,1604,0.002494,0,0.001247,0,1604,7,0
2418,226,148,226,3076,0.005852,0.00065,0.00065,0.002601,1577,606,0
11194,1616,1192,1616,613,0.058728,0.013051,0.013051,0.009788,1597,95,0
7710,262,104,262,3677,0.00272,0.000544,0,0,1604,29,0
5862,182,234,182,1115,0.046637,0,0.003587,0.003587,1598,64,0
72,78,4,78,1695,0,0.00118,0,0.00118,1571,89,0
2418,226,148,226,4378,0.000914,0.000457,0,0.000457,1577,389,0
1832,116,92,116,1300,0.012308,0,0.001538,0,1599,90,0
454,22,26,22,741,0.067476,0,0.002699,0,1626,65,0
7536,162,72,162,2043,0.0186,0,0,0.001958,1625,21,0
12,16,0,16,1359,0,0,0,0.001472,1627,9,0
126,34,2,34,803,0.019925,0,0,0,1632,112,0
396,44,48,44,488,0,0.008197,0,0,1617,35,0
380,2,26,2,95,0.105263,0,0,0.021053,1697,34,1
0,0,0,0,590,0,0,0,0.00339,1612,112,0
120,8,20,8,807,0,0,0,0.002478,1601,64,0
206,4,2,4,651,0.018433,0.003072,0,0.003072,1621,38,0
5776,64,98,64,137,0.058394,0,0,0,1562,44,0
818,32,60,32,4580,0.167686,0.004367,0.0131,0.003057,1618,116,0
742,48,16,48,1568,0.001276,0,0,0,1606,22,0
124,32,2,32,49,0.040816,0,0,0,1573,8,0
252,2,10,2,521,0.019194,0,0,0.003839,1651,112,0
7822,168,128,168,2180,0.022936,0,0,0.000917,1606,121,0
1066,6,16,6,460,0.017391,0,0,0,1601,40,0
146,34,2,34,633,0.006319,0,0,0,1624,54,0
4022,80,86,80,1229,0.006509,0,0,0,1587,63,0
0,0,0,0,750,0,0,0,0,1726,108,0
792,34,30,34,885,0.018079,0,0,0,1625,90,0
9558,314,272,314,1414,0.005658,0,0,0,1598,112,0
87,20,2,20,148,0.006757,0,0,0,1568,20,0
8408,670,496,670,1769,0.003392,0,0,0.001131,1588,293,0
32,5,0,5,844,0.018957,0,0,0.001185,1646,57,0
1404,12,18,12,1475,0.010847,0,0,0.002712,1601,40,0
82,28,10,28,890,0.006742,0,0,0.002247,1640,112,0
389,9,10,9,261,0.003831,0,0,0,1623,20,0
1036,58,48,58,553,0.018083,0,0,0.014467,1590,117,0
7688,308,274,308,2301,0.047805,0.002608,0.000869,0.004346,1605,606,0
12,12,0,12,45,0,0,0,0.044444,1563,39,0
9050,792,438,792,1858,0.011841,0,0.001076,0,1577,1014,0
3026,24,68,24,401,0.164589,0.009975,0,0.009975,1596,44,0
884,56,18,56,262,0.007634,0,0,0,1598,64,0
3502,54,132,54,713,0.025245,0.002805,0.002805,0,1591,80,0
132,8,6,8,297,0,0,0,0.006734,1565,65,0
63,9,6,9,674,0.035608,0.008902,0.002967,0.002967,1583,32,0
1010,50,32,50,2168,0.01107,0.000923,0,0.000923,1609,7,0
1476,60,44,60,671,0.005961,0,0,0,1610,0,0
940,92,14,92,1391,0.038821,0.001438,0,0.001438,1592,101,0
422,4,49,4,92,0.119565,0,0,0,1560,39,0
274,26,12,26,76,0.026316,0,0,0,1584,11,0
200,42,0,42,92,0.043478,0,0,0,1638,66,0
212,12,0,12,1186,0.172007,0.001686,0,0.001686,1568,62,0
24,12,0,12,377,0.005305,0.005305,0,0,1597,43,0
55,20,0,20,1181,0,0,0,0.000847,1612,19,0
1118,56,34,56,265,0.045283,0,0,0,1625,92,0
260,18,8,18,158,0.177215,0,0,0.012658,1632,88,0
126,34,2,34,1656,0.003623,0,0,0,1632,40,0
7210,114,150,114,471,0.004246,0,0,0,1570,207,0
332,30,24,30,1303,0,0,0,0.001535,1600,40,0
40,0,1,0,677,0.028065,0,0.001477,0,1712,16,0
2934,100,98,100,241,0.008299,0,0,0.008299,1598,29,0
50,46,0,46,107,0,0,0,0.018692,1682,18,0
36,8,10,8,2203,0.000908,0,0,0,1599,120,0
0,0,0,0,915,0,0,0,0.002186,1626,54,0
11690,1296,2862,1296,2500,0.0032,0.0008,0,0.0008,1593,258,0
2418,226,148,226,1444,0.044321,0.001385,0.001385,0.004155,1577,1230,0
111,33,108,33,240,0,0,0,0.004167,1713,78,0
636,312,30,312,2153,0,0,0,0.001858,1624,67,0
424,122,12,122,139,0,0,0,0,1599,18,0
400,20,8,20,622,0.003215,0,0,0,1596,3,0
626,14,12,14,1311,0.030511,0,0.001526,0,1598,88,0
248,30,6,30,1143,0.00175,0,0,0,1619,17,0
94,0,0,0,478,0.004184,0,0,0,1595,121,0
2418,226,148,226,1311,0.024409,0,0.001526,0.006102,1577,918,0
1518,206,70,206,1057,0.007569,0,0,0.001892,1625,47,0
60,38,0,38,74,0,0,0,0,1615,44,0
1662,46,16,46,2004,0.001996,0,0,0,1601,7,0
220,46,6,46,1288,0,0,0,0.001553,1612,64,0
168,22,10,22,117,0.034188,0,0,0,1632,34,0
6742,222,374,222,287,0.013937,0,0,0,1601,112,0
7628,130,110,130,1382,0.004342,0.001447,0,0,1625,67,0
436,18,200,18,856,0.21729,0,0.014019,0,1678,81,0
324,36,6,36,1042,0.001919,0,0,0,1597,114,0
3512,20,166,20,27,0.074074,0,0,0,1689,9,0
10,4,0,4,23,0,0,0,0,1662,40,0
16,0,0,0,620,0.003226,0,0,0,1628,40,0
18188,768,0,768,2308,0.159445,0.004333,0,0.008666,1507,2205,0
94,6,0,6,1540,0.007792,0,0,0,1597,112,0
11406,1448,666,1448,116,0.155172,0,0,0.034483,1596,72,0
1374,10,8,10,1552,0.130155,0.001289,0.001289,0.001289,1599,64,0
21,4,0,4,4671,0,0,0,0.000214,1596,5,0
448,58,4,58,1252,0,0,0,0.001597,1597,64,0
370,38,14,38,3393,0.019452,0.001179,0.000589,0.000589,1600,28,1
1876,56,24,56,966,0.00207,0,0,0,1629,7,0
4310,124,96,124,770,0.002597,0,0,0,1602,22,0
34,36,0,36,29,0.206897,0,0,0,1608,88,0
2898,92,42,92,2308,0.035529,0.001733,0.000867,0.000867,1598,41,0
9558,314,272,314,1964,0.031568,0.001018,0.002037,0,1598,112,0
142,120,4,120,633,0,0,0,0.00316,1625,60,0
910,148,56,148,724,0,0,0,0.002762,1602,64,0
72,0,4,0,261,0.015326,0,0,0.007663,1586,95,0
933,12,30,12,427,0.196721,0,0.004684,0.002342,1636,9,0
694,124,54,124,847,0.002361,0,0,0,1599,3,0
59,48,1,48,318,0.025157,0.006289,0.003145,0.003145,1618,104,0
108,14,8,14,269,0.022305,0,0,0.007435,1652,16,0
1424,62,22,62,905,0,0,0,0,1603,1,0
260,36,26,36,1031,0.060136,0.009699,0.00388,0.011639,1694,110,0
2246,30,28,30,811,0.041924,0,0,0,1630,41,0
64,10,2,10,265,0.007547,0,0,0,1626,68,0
32,16,2,16,2490,0,0.000803,0,0,1626,91,0
4622,46,134,46,797,0.020075,0,0,0,1611,26,0
20,1,2,1,804,0.003731,0,0.001244,0.001244,1579,104,0
32,4,4,4,266,0.007519,0,0,0,1600,7,0
3102,156,200,156,3307,0.003024,0,0.000605,0.001814,1618,64,0
3292,280,200,280,86,0.023256,0,0,0.023256,1584,106,0
244,6,4,6,4482,0.008032,0,0,0,1637,57,0
6166,298,210,298,2620,0.008397,0,0,0,1597,107,0
64,30,0,30,414,0.004831,0,0,0,1597,29,0
256,2,6,2,163,0.01227,0,0,0,1692,74,0
7688,308,274,308,711,0.019691,0,0,0,1605,534,0
7822,168,128,168,1115,0.007175,0,0,0.001794,1606,94,0
170,26,2,26,1844,0.035792,0.001085,0,0.001085,1604,0,0
1424,42,38,42,4101,0.134114,0.000975,0.001951,0.001951,1592,45,1
7688,308,274,308,499,0.008016,0,0.004008,0,1605,174,0
72,0,0,0,326,0.006135,0,0,0,1593,39,0
76,20,0,20,257,0,0,0,0.007782,1626,88,0
764,18,30,18,1365,0.019048,0,0.001465,0.00293,1581,63,0
4844,66,36,66,468,0.021368,0,0.004274,0,1597,73,0
1610,8,10,8,263,0.022814,0,0,0,1601,16,0
19814,40,0,40,1359,0.020603,0,0,0,1571,279,0
1654,30,88,30,187,0.010695,0.010695,0,0,1598,40,0
12,26,0,26,331,0,0,0,0.006042,1619,57,0
7536,162,72,162,885,0.00904,0.00226,0,0.00226,1625,93,0
1196,102,134,102,3236,0.024722,0.001854,0.001854,0.002472,1600,88,0
468,32,20,32,3393,0.022399,0.000589,0.001179,0,1597,95,0
38,14,4,14,178,0,0,0,0.005618,1563,39,0
370,110,6,110,4036,0.001487,0.000991,0,0.000991,1625,28,0
76,7,0,7,316,0.012658,0.003165,0,0.003165,1606,88,0
244,40,6,40,674,0.065282,0.005935,0,0.005935,1583,36,0
5862,182,234,182,868,0.006912,0,0,0,1598,31,0
9050,792,438,792,3307,0.003629,0,0,0,1577,1038,0
484,14,14,14,197,0.030457,0,0,0,1575,18,0
7018,246,492,246,436,0.082569,0,0.022936,0,1604,20,0
424,60,42,60,992,0.010081,0,0.002016,0,1556,666,0
1690,82,130,82,819,0.090354,0.002442,0.007326,0,1639,23,0
84,32,1,32,4049,0.000741,0,0,0.000247,1591,102,0
74,48,4,48,310,0.006452,0,0,0,1667,6,0
3816,124,146,124,254,0,0,0,0.007874,1583,27,0
158,16,2,16,1710,0,0.00117,0,0,1576,17,0
9064,348,0,348,2406,0.046966,0.000831,0,0.002909,1207,9429,0
188,18,10,18,1969,0.037583,0.003047,0,0.001016,1600,40,0
234,64,10,64,418,0.047847,0,0,0.033493,1562,115,0
12,0,0,0,148,0.013514,0,0,0,1691,69,0
178,34,6,34,436,0.055046,0,0,0,1603,44,0
2386,68,32,68,845,0.049704,0.004734,0,0,1603,52,0
2852,380,398,380,1963,0.003057,0.001019,0,0,1603,66,0
2898,92,42,92,285,0.02807,0,0,0,1598,41,0
16,12,0,12,331,0,0.006042,0,0,1623,10,0
2912,16,46,16,323,0.414861,0.012384,0,0.006192,1608,90,1
1114,32,36,32,556,0.007194,0,0,0,1563,68,0
4096,98,40,98,1359,0.005887,0,0,0,1625,24,0
2898,92,42,92,235,0.017021,0.008511,0,0,1598,41,0
250,16,16,16,622,0.003215,0,0,0,1591,136,0
2328,452,194,452,29,0,0,0,0,1588,53,0
18188,768,0,768,125,0.032,0,0,0,1507,2229,0
6060,426,402,426,454,0.004405,0,0,0,1619,89,0
1284,26,16,26,428,0.009346,0,0,0,1559,39,0
312,36,18,36,1405,0.163701,0.002847,0.008541,0.002847,1632,60,1
26,6,2,6,244,0.008197,0,0,0,1618,21,0
236,26,212,26,340,0.005882,0,0,0,1640,13,0
12,2,0,2,2364,0,0.000846,0,0,1586,63,0
11406,1448,666,1448,960,0.0625,0.002083,0.002083,0.00625,1596,96,0
304,34,20,34,1816,0.004405,0,0,0,1604,26,0
70,60,0,60,175,0.068571,0,0,0,1626,9,0
9064,348,0,348,249,0.032129,0,0,0,1207,9429,0
3612,204,146,204,923,0.028169,0.002167,0,0.002167,1599,55,0
46,14,0,14,314,0.009554,0,0,0.006369,1598,89,1
354,6,4,6,161,0.012422,0,0,0,1569,18,0
3742,276,302,276,838,0.004773,0.002387,0,0.004773,1556,1192,0
12742,74,294,74,781,0.138284,0.002561,0.005122,0,1579,113,0
652,16,28,16,633,0.015798,0,0,0,1595,91,0
244,12,4,12,777,0.002574,0.002574,0,0,1628,3,0
2792,150,52,150,1990,0.009045,0,0,0.001005,1597,136,0
3650,224,80,224,729,0.010974,0,0,0,1611,4,0
3378,90,92,90,419,0.033413,0,0,0,1602,33,0
7688,308,274,308,1041,0.049952,0,0,0.003842,1605,606,0
208,46,20,46,239,0.033473,0,0,0,1625,16,0
190,18,4,18,1131,0.001768,0,0,0,1580,28,0
610,18,24,18,854,0.571429,0.01171,0.028103,0.053864,1697,59,1
702,16,10,16,44,0.363636,0,0,0,1582,116,0
3560,184,162,184,882,0.002268,0,0,0,1577,8,0
5038,52,110,52,196,0.040816,0,0,0,1582,44,0
3472,62,128,62,550,0.025455,0,0,0,1599,13,0
16,4,0,4,620,0,0.003226,0,0,1612,41,0
186,6,2,6,1568,0.002551,0,0,0,1605,64,0
45,28,2,28,1220,0,0,0,0.00082,1600,40,0
0,1,1,1,1403,0,0,0.000713,0.000713,1569,87,0
4410,144,116,144,954,0.004193,0,0,0,1592,99,0
1016,78,18,78,1391,0.007189,0,0,0,1592,101,0
90,8,0,8,1004,0.001992,0,0,0,1626,41,0
5132,144,150,144,12,0.166667,0,0,0,1576,47,0
362,24,2,24,2665,0.012758,0,0,0.00075,1605,7,0
766,34,12,34,77,0.025974,0,0,0,1629,3,0
3306,140,50,140,794,0.206549,0.007557,0.002519,0.002519,1599,17,0
164,0,6,0,1932,0,0,0,0.001035,1603,16,0
16,0,0,0,95,0.021053,0,0,0,1577,62,0
50,4,4,4,1193,0.005029,0,0.000838,0,1690,107,0
16,12,0,12,1191,0.001679,0,0,0,1634,0,0
3306,140,50,140,782,0.005115,0,0.002558,0,1599,41,0
9050,792,438,792,966,0.018634,0.00207,0,0.00207,1577,1230,0
3,1,0,1,788,0,0.001269,0,0,1623,38,0
104,42,0,42,216,0,0,0,0.009259,1681,114,0
220,42,22,42,2165,0.011085,0.000924,0.000924,0.001848,1574,4,0
18,12,0,12,669,0.005979,0,0,0,1668,65,0
136,20,6,20,905,0.00221,0,0,0.00663,1604,6,0
24,0,0,0,4526,0.001768,0,0,0.001326,1631,120,0
92,10,6,10,222,0.067568,0.004505,0.004505,0,1582,108,0
0,5,0,5,405,0,0,0,0.002469,1678,85,0
18188,768,0,768,1602,0.064919,0.003745,0,0.003745,1507,2229,0
484,38,16,38,777,0.007722,0,0,0,1604,16,0
10476,116,384,116,365,0.032877,0,0,0,1675,90,0
454,40,6,40,501,0.003992,0,0,0,1632,19,0
318,56,6,56,1823,0.001097,0,0,0,1589,19,0
388,22,26,22,3240,0.040741,0.001852,0.003086,0.001852,1700,7,0
62,22,0,22,522,0.042146,0,0,0,1583,19,0
164,0,4,0,1235,0.061538,0,0.001619,0.006478,1624,112,0
6632,40,152,40,387,0.031008,0,0,0,1635,66,0
1216,70,40,70,494,0.008097,0,0,0,1598,67,0
1374,10,8,10,4733,0.111135,0,0.000845,0.002535,1599,40,0
118,10,0,10,26,0.076923,0,0,0.076923,1611,21,0
866,28,28,28,414,0.004831,0,0,0,1597,19,0
459,9,7,9,441,0.086168,0.002268,0,0,1599,118,0
986,104,14,104,2882,0.057599,0.006246,0.000694,0.013185,1600,29,1
478,14,6,14,884,0.001131,0,0,0,1599,16,0
32,18,2,18,1363,0,0.001467,0,0,1614,89,0
3278,44,90,44,262,0.068702,0,0,0,1577,52,0
6,6,0,6,1066,0,0,0,0.000938,1591,2,0
4582,108,132,108,1634,0.137087,0.004896,0.001224,0.007344,1581,72,0
334,10,26,10,1235,0.019433,0.001619,0.001619,0.001619,1596,18,0
1826,36,58,36,234,0.111111,0.008547,0,0,1569,79,0
1920,98,140,98,265,0.120755,0.007547,0.007547,0,1667,18,0
134,6,0,6,2257,0.000886,0,0,0,1607,22,0
248,34,10,34,924,0.002165,0,0,0,1592,242,0
2898,92,42,92,1602,0.046192,0.001248,0,0,1598,65,0
1824,44,78,44,744,0.010753,0,0,0.002688,1578,91,0
1124,20,4,20,632,0.047468,0,0,0,1597,91,0
58,14,0,14,610,0,0,0,0.003279,1594,43,0
0,0,0,0,1370,0,0,0,0,1725,10,0
6826,358,578,358,698,0.022923,0,0.002865,0.002865,1604,478,0
3378,198,142,198,1773,0.028201,0.002256,0.003384,0.003384,1599,104,0
3306,140,50,140,1392,0.061782,0.001437,0,0.001437,1599,41,0
3226,86,140,86,1271,0.015736,0,0,0,1624,11,0
16,14,0,14,970,0.002062,0,0,0,1619,80,0
2528,64,74,64,1397,0.030064,0.001432,0,0.004295,1605,88,0
8320,36,106,36,324,0.049383,0,0,0,1584,53,0
722,16,62,16,795,0.113208,0.005031,0.022642,0,1577,15,0
484,14,14,14,96,0.020833,0,0,0,1575,114,0
8,10,2,10,1193,0,0.001676,0.001676,0.010059,1648,88,0
5108,466,716,466,2941,0.043523,0.00408,0.00748,0.00476,1597,79,0
564,12,8,12,2165,0.00739,0,0,0,1602,67,0
5086,232,140,232,1219,0.003281,0,0,0.001641,1576,52,0
2432,186,980,186,2074,0.039537,0.003857,0.015429,0.014465,1558,988,0
288,26,12,26,674,0.032641,0.002967,0,0.008902,1580,91,0
14,12,0,12,643,0.00311,0,0,0,1596,7,0
1052,128,72,128,3294,0.003036,0,0,0.000607,1605,64,0
1784,40,70,40,269,0.01487,0,0,0,1641,42,0
5086,232,140,232,938,0.008529,0,0,0,1576,52,0
370,26,14,26,995,0.00402,0,0,0.00402,1597,87,0
370,0,0,0,1270,0.051969,0,0,0,1597,90,0
13928,88,132,88,553,0.112116,0,0,0,1590,256,0
7966,124,100,124,767,0.023468,0,0,0,1604,5,0
446,10,2,10,1466,0.004093,0.001364,0,0.001364,1604,30,0
18,12,0,12,1772,0.001129,0,0,0,1638,16,0
116,54,10,54,22,0.181818,0,0,0,1598,12,0
8538,272,204,272,2802,0.013562,0,0,0.001428,1592,41,0
824,48,52,48,412,0.058252,0,0.009709,0,1597,47,0
11604,1336,872,1336,202,0.287129,0.009901,0.019802,0.019802,1590,272,0
256,0,10,0,49,0.040816,0,0,0,1579,89,0
1804,22,166,22,583,0.12693,0.003431,0.003431,0,1604,19,0
211,24,2,24,381,0,0,0,0.002625,1587,46,0
0,0,0,0,1126,0,0,0,0.001776,1595,23,0
22,14,2,14,717,0,0,0,0.002789,1600,40,0
1956,200,98,200,601,0.006656,0.003328,0.003328,0,1627,25,0
228,12,4,12,2408,0.008306,0,0,0.000831,1598,77,0
24,14,0,14,1202,0,0.001664,0,0,1619,40,0
758,214,80,214,217,0.036866,0,0,0,1603,59,0
6780,256,448,256,2500,0.0008,0,0,0,1601,64,0
962,42,36,42,563,0.031972,0.003552,0,0,1610,91,0
1920,36,80,36,1345,0.001487,0,0,0,1604,16,0
3650,224,80,224,2988,0.011379,0,0,0.003347,1611,52,0
8052,50,92,50,228,0.017544,0,0,0,1597,110,0
18188,768,0,768,871,0.176808,0,0,0.006889,1507,2253,0
914,40,32,40,1168,0.025685,0,0.001712,0,1603,42,0
310,76,30,76,93,0.043011,0,0,0,1613,89,0
1428,176,46,176,1762,0.003405,0.001135,0,0,1602,3,0
